InsertTime,FileName,TableName,Biome,SiteType,SiteNumber,PatchNumber,PatchTreatment,Date,Sampling Time (hh:mm),chamber vol (L),Ammonium (ug N/L),Comments,v1
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,IN,8/25/2013 12:00:00 AM,15:48:00,6.51,23.53,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,IN,8/25/2013 12:00:00 AM,15:58:00,6.48,20.33,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,OUT,8/25/2013 12:00:00 AM,15:18:00,6.6,23.56,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,OUT,8/25/2013 12:00:00 AM,15:28:00,6.57,22.75,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,OUT,8/25/2013 12:00:00 AM,15:38:00,6.54,21.65,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,OUT,8/25/2013 12:00:00 AM,15:48:00,6.51,17.92,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,1,8,OUT,8/25/2013 12:00:00 AM,15:58:00,6.48,14.49,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,IN,8/28/2013 12:00:00 AM,13:22:00,6.6,17.11,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,IN,8/28/2013 12:00:00 AM,13:32:00,6.57,14.42,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,IN,8/28/2013 12:00:00 AM,13:42:00,6.54,14.71,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,IN,8/28/2013 12:00:00 AM,13:52:00,6.51,13.9,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,IN,8/28/2013 12:00:00 AM,14:02:00,6.48,14.23,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,OUT,8/28/2013 12:00:00 AM,13:22:00,6.6,18.51,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,OUT,8/28/2013 12:00:00 AM,13:32:00,6.57,16.99,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,OUT,8/28/2013 12:00:00 AM,13:42:00,6.54,15.54,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,OUT,8/28/2013 12:00:00 AM,13:52:00,6.51,16.58,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,1,OUT,8/28/2013 12:00:00 AM,14:02:00,6.48,17.98,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,IN,8/28/2013 12:00:00 AM,13:22:00,6.6,17.65,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,IN,8/28/2013 12:00:00 AM,13:32:00,6.57,14.66,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,IN,8/28/2013 12:00:00 AM,13:42:00,6.54,12.89,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,IN,8/28/2013 12:00:00 AM,13:52:00,6.51,14.34,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,IN,8/28/2013 12:00:00 AM,14:02:00,6.48,10.63,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,OUT,8/28/2013 12:00:00 AM,13:22:00,6.6,18.26,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,OUT,8/28/2013 12:00:00 AM,13:32:00,6.57,15.11,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,OUT,8/28/2013 12:00:00 AM,13:42:00,6.54,9.86,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,OUT,8/28/2013 12:00:00 AM,13:52:00,6.51,12,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,2,OUT,8/28/2013 12:00:00 AM,14:02:00,6.48,12.2,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,IN,8/28/2013 12:00:00 AM,13:22:00,6.6,15.23,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,IN,8/28/2013 12:00:00 AM,13:32:00,6.57,14.64,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,IN,8/28/2013 12:00:00 AM,13:42:00,6.54,11.28,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,IN,8/28/2013 12:00:00 AM,13:52:00,6.51,11.03,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,IN,8/28/2013 12:00:00 AM,14:02:00,6.48,11.54,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,OUT,8/28/2013 12:00:00 AM,13:22:00,6.6,17.57,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,OUT,8/28/2013 12:00:00 AM,13:32:00,6.57,15.22,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,OUT,8/28/2013 12:00:00 AM,13:42:00,6.54,12.83,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,OUT,8/28/2013 12:00:00 AM,13:52:00,6.51,11.53,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,3,OUT,8/28/2013 12:00:00 AM,14:02:00,6.48,13.26,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,IN,8/28/2013 12:00:00 AM,13:22:00,6.6,15.65,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,IN,8/28/2013 12:00:00 AM,13:32:00,6.57,11.56,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,IN,8/28/2013 12:00:00 AM,13:42:00,6.54,11,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,IN,8/28/2013 12:00:00 AM,13:52:00,6.51,8.47,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,OUT,8/28/2013 12:00:00 AM,13:22:00,6.6,13.54,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,OUT,8/28/2013 12:00:00 AM,13:32:00,6.57,9.75,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,OUT,8/28/2013 12:00:00 AM,13:42:00,6.54,8.7,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,OUT,8/28/2013 12:00:00 AM,13:52:00,6.51,8.16,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,2,4,OUT,8/28/2013 12:00:00 AM,14:02:00,6.48,6.78,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,1,IN,8/31/2013 12:00:00 AM,11:57:00,6.6,44.72,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,1,IN,8/31/2013 12:00:00 AM,12:07:00,6.57,40.12,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,1,IN,8/31/2013 12:00:00 AM,12:17:00,6.54,35.33,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,1,IN,8/31/2013 12:00:00 AM,12:27:00,6.51,23.94,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,1,IN,8/31/2013 12:00:00 AM,12:37:00,6.48,18.55,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,IN,8/31/2013 12:00:00 AM,11:57:00,6.6,69.09,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,IN,8/31/2013 12:00:00 AM,12:07:00,6.57,39.35,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,IN,8/31/2013 12:00:00 AM,12:17:00,6.54,38.7,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,IN,8/31/2013 12:00:00 AM,12:27:00,6.51,27.74,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,IN,8/31/2013 12:00:00 AM,12:37:00,6.48,21.49,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,OUT,8/31/2013 12:00:00 AM,11:57:00,6.6,48.18,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,OUT,8/31/2013 12:00:00 AM,12:07:00,6.57,39.09,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,OUT,8/31/2013 12:00:00 AM,12:17:00,6.54,26.41,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,OUT,8/31/2013 12:00:00 AM,12:27:00,6.51,37.19,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,2,OUT,8/31/2013 12:00:00 AM,12:37:00,6.48,37.4,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,IN,8/31/2013 12:00:00 AM,11:57:00,6.6,48.74,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,IN,8/31/2013 12:00:00 AM,12:07:00,6.57,38.32,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,IN,8/31/2013 12:00:00 AM,12:17:00,6.54,32.29,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,IN,8/31/2013 12:00:00 AM,12:27:00,6.51,41.04,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,IN,8/31/2013 12:00:00 AM,12:37:00,6.48,36.59,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,OUT,8/31/2013 12:00:00 AM,11:57:00,6.6,42.82,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,OUT,8/31/2013 12:00:00 AM,12:07:00,6.57,41.23,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,OUT,8/31/2013 12:00:00 AM,12:17:00,6.54,31.75,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,OUT,8/31/2013 12:00:00 AM,12:27:00,6.51,27.27,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,3,OUT,8/31/2013 12:00:00 AM,12:37:00,6.48,27.52,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,IN,8/31/2013 12:00:00 AM,11:57:00,6.6,42.16,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,IN,8/31/2013 12:00:00 AM,12:07:00,6.57,40.15,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,IN,8/31/2013 12:00:00 AM,12:17:00,6.54,33.71,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,IN,8/31/2013 12:00:00 AM,12:27:00,6.51,29.29,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,IN,8/31/2013 12:00:00 AM,12:37:00,6.48,27.65,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,OUT,8/31/2013 12:00:00 AM,11:57:00,6.6,39.11,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,OUT,8/31/2013 12:00:00 AM,12:07:00,6.57,34.17,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,OUT,8/31/2013 12:00:00 AM,12:17:00,6.54,31.66,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,OUT,8/31/2013 12:00:00 AM,12:27:00,6.51,36.02,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,4,OUT,8/31/2013 12:00:00 AM,12:37:00,6.48,39.09,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,5,IN,8/31/2013 12:00:00 AM,15:59:00,6.6,25.93,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,5,IN,8/31/2013 12:00:00 AM,16:09:00,6.57,23.39,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,5,IN,8/31/2013 12:00:00 AM,16:19:00,6.54,23.38,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,5,IN,8/31/2013 12:00:00 AM,16:29:00,6.51,24.35,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,5,IN,8/31/2013 12:00:00 AM,16:39:00,6.48,17.86,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,6,OUT,8/31/2013 12:00:00 AM,15:59:00,6.6,30.2,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,6,OUT,8/31/2013 12:00:00 AM,16:09:00,6.57,34.82,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,6,OUT,8/31/2013 12:00:00 AM,16:19:00,6.54,27.12,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,6,OUT,8/31/2013 12:00:00 AM,16:29:00,6.51,24.11,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,6,OUT,8/31/2013 12:00:00 AM,16:39:00,6.48,20.6,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,IN,8/31/2013 12:00:00 AM,15:59:00,6.6,35.94,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,IN,8/31/2013 12:00:00 AM,16:09:00,6.57,27.47,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,IN,8/31/2013 12:00:00 AM,16:19:00,6.54,25.25,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,IN,8/31/2013 12:00:00 AM,16:29:00,6.51,23.06,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,IN,8/31/2013 12:00:00 AM,16:39:00,6.48,20.9,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,OUT,8/31/2013 12:00:00 AM,15:59:00,6.6,26.71,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,OUT,8/31/2013 12:00:00 AM,16:09:00,6.57,27.37,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,OUT,8/31/2013 12:00:00 AM,16:19:00,6.54,26.97,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,OUT,8/31/2013 12:00:00 AM,16:29:00,6.51,22.86,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,7,OUT,8/31/2013 12:00:00 AM,16:39:00,6.48,28.26,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,8,IN,8/31/2013 12:00:00 AM,15:59:00,6.6,34.07,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,8,IN,8/31/2013 12:00:00 AM,16:09:00,6.57,36.27,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,8,IN,8/31/2013 12:00:00 AM,16:19:00,6.54,22.96,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,8,IN,8/31/2013 12:00:00 AM,16:29:00,6.51,30.93,,
11/07/2015 11:34,AUS150209_ammuptake_patch.csv,Nutu11,AUS,E,3,8,IN,8/31/2013 12:00:00 AM,16:39:00,6.48,27.54,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:08:00,9.59,41.5,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:12:00,9.59,42.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:18:00,9.59,45,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:23:00,9.59,40.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:28:00,9.59,38.3,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:38:00,9.59,36.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,IN,8/13/2013 12:00:00 AM,11:48:00,9.59,31.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:09:00,9.5,56.4,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:13:00,9.5,35.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:19:00,9.5,46.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:24:00,9.5,46.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:29:00,9.5,41.3,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:39:00,9.5,40.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,1,OUT,8/13/2013 12:00:00 AM,11:49:00,9.5,37.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:10:00,9.2,46,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:14:00,9.2,50.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:20:00,9.2,44.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:25:00,9.2,50.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:30:00,9.2,44.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:40:00,9.2,45.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,IN,8/13/2013 12:00:00 AM,11:50:00,9.2,39.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:13:00,10.4,51.5,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:17:00,10.4,42.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:23:00,10.4,43.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:28:00,10.4,43.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:33:00,10.4,42,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:43:00,10.4,35.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,2,OUT,8/13/2013 12:00:00 AM,11:53:00,10.4,29.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:15:00,10.35,44.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:19:00,10.35,51.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:25:00,10.35,47.4,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:30:00,10.35,45.5,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:35:00,10.35,48.5,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:45:00,10.35,48.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,IN,8/13/2013 12:00:00 AM,11:55:00,10.35,41.3,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:16:00,11.15,47.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:20:00,11.15,49.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:26:00,11.15,42,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:31:00,11.15,39.4,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:36:00,11.15,49.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:46:00,11.15,37.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,3,OUT,8/13/2013 12:00:00 AM,11:56:00,11.15,33.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:20:00,10.01,54.3,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:24:00,10.01,59.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:30:00,10.01,58.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:35:00,10.01,54.3,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:40:00,10.01,44.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,14:50:00,10.01,56,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,IN,8/13/2013 12:00:00 AM,15:00:00,10.01,53.6,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:21:00,10.5,46.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:25:00,10.5,49,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:31:00,10.5,46.2,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:36:00,10.5,47.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:41:00,10.5,47.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:51:00,10.5,40.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,15:01:00,10.5,37.1,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:22:00,10.11,38.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:26:00,10.11,46.9,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:32:00,10.11,38.7,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:37:00,10.11,42.5,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:42:00,10.11,41.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:52:00,10.11,37.8,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,15:02:00,10.11,29.9,,
