InsertTime,FileName,TableName,Biome,SiteType,SiteNumber,PatchNumber,PatchTreatment,Date,Sampling Time (hh:mm),chamber vol (L),Ammonium (ug N/L),Comments,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:31:00,10.50,46.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:36:00,10.50,47.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:41:00,10.50,47.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,14:51:00,10.50,40.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,5,OUT,8/13/2013 12:00:00 AM,15:01:00,10.50,37.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:22:00,10.11,38.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:26:00,10.11,46.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:32:00,10.11,38.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:37:00,10.11,42.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:42:00,10.11,41.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,14:52:00,10.11,37.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,IN,8/13/2013 12:00:00 AM,15:02:00,10.11,29.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:23:00,9.95,51.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:27:00,9.95,45.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:33:00,9.95,46.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:38:00,9.95,36.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:43:00,9.95,40.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,14:53:00,9.95,40.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,6,OUT,8/13/2013 12:00:00 AM,15:03:00,9.95,38.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,16:51:00,10.05,46.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,16:55:00,10.05,46.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,17:01:00,10.05,52.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,17:06:00,10.05,48.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,17:11:00,10.05,43.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,17:21:00,10.05,33.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,IN,8/13/2013 12:00:00 AM,17:31:00,10.05,28.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,16:52:00,10.05,46.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,16:56:00,10.05,40.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,17:02:00,10.05,46.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,17:07:00,10.05,39.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,17:12:00,10.05,50.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,17:22:00,10.05,47.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,7,OUT,8/13/2013 12:00:00 AM,17:32:00,10.05,32.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,16:53:00,10.40,46.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,16:57:00,10.40,49.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,17:03:00,10.40,48.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,17:08:00,10.40,39.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,17:13:00,10.40,34.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,17:23:00,10.40,42.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,IN,8/13/2013 12:00:00 AM,17:33:00,10.40,35.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,16:54:00,9.65,46.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,16:58:00,9.65,40.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,17:04:00,9.65,41.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,17:09:00,9.65,27.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,17:14:00,9.65,33.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,17:24:00,9.65,31.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,1,8,OUT,8/13/2013 12:00:00 AM,17:34:00,9.65,30.800,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,IN,8/7/2013 12:00:00 AM,13:15:00,9.90,263.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,IN,8/7/2013 12:00:00 AM,13:19:00,9.90,210.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,IN,8/7/2013 12:00:00 AM,13:25:00,9.90,118.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,IN,8/7/2013 12:00:00 AM,13:35:00,9.90,77.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,IN,8/7/2013 12:00:00 AM,13:55:00,9.90,55.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,OUT,8/7/2013 12:00:00 AM,13:16:00,9.80,48.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,OUT,8/7/2013 12:00:00 AM,13:20:00,9.80,38.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,OUT,8/7/2013 12:00:00 AM,13:26:00,9.80,46.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,OUT,8/7/2013 12:00:00 AM,13:36:00,9.80,37.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,1,OUT,8/7/2013 12:00:00 AM,13:56:00,9.80,31.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,IN,8/7/2013 12:00:00 AM,13:17:00,9.80,45.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,IN,8/7/2013 12:00:00 AM,13:21:00,9.80,48.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,IN,8/7/2013 12:00:00 AM,13:27:00,9.80,49.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,IN,8/7/2013 12:00:00 AM,13:37:00,9.80,39.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,IN,8/7/2013 12:00:00 AM,13:57:00,9.80,32.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,OUT,8/7/2013 12:00:00 AM,13:21:00,9.27,44.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,OUT,8/7/2013 12:00:00 AM,13:25:00,9.27,-9999.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,OUT,8/7/2013 12:00:00 AM,13:31:00,9.27,42.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,OUT,8/7/2013 12:00:00 AM,13:41:00,9.27,42.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,2,OUT,8/7/2013 12:00:00 AM,14:01:00,9.27,30.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,IN,8/7/2013 12:00:00 AM,13:22:00,10.00,42.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,IN,8/7/2013 12:00:00 AM,13:26:00,10.00,-9999.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,IN,8/7/2013 12:00:00 AM,13:32:00,10.00,46.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,IN,8/7/2013 12:00:00 AM,13:42:00,10.00,44.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,IN,8/7/2013 12:00:00 AM,14:02:00,10.00,34.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,OUT,8/7/2013 12:00:00 AM,13:23:00,9.50,42.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,OUT,8/7/2013 12:00:00 AM,13:27:00,9.50,-9999.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,OUT,8/7/2013 12:00:00 AM,13:33:00,9.50,40.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,OUT,8/7/2013 12:00:00 AM,13:43:00,9.50,39.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,3,OUT,8/7/2013 12:00:00 AM,14:03:00,9.50,35.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,IN,8/7/2013 12:00:00 AM,15:56:00,9.55,48.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,IN,8/7/2013 12:00:00 AM,16:03:00,9.55,49.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,IN,8/7/2013 12:00:00 AM,16:06:00,9.55,49.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,IN,8/7/2013 12:00:00 AM,16:16:00,9.55,46.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,IN,8/7/2013 12:00:00 AM,16:36:00,9.55,39.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,OUT,8/7/2013 12:00:00 AM,15:57:00,9.55,43.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,OUT,8/7/2013 12:00:00 AM,16:04:00,9.55,39.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,OUT,8/7/2013 12:00:00 AM,16:07:00,9.55,41.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,OUT,8/7/2013 12:00:00 AM,16:17:00,9.55,42.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,4,OUT,8/7/2013 12:00:00 AM,16:37:00,9.55,33.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,IN,8/7/2013 12:00:00 AM,15:58:00,9.60,59.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,IN,8/7/2013 12:00:00 AM,16:05:00,9.60,55.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,IN,8/7/2013 12:00:00 AM,16:08:00,9.60,51.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,IN,8/7/2013 12:00:00 AM,16:18:00,9.60,59.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,IN,8/7/2013 12:00:00 AM,16:38:00,9.60,53.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,OUT,8/7/2013 12:00:00 AM,16:02:00,9.50,47.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,OUT,8/7/2013 12:00:00 AM,16:09:00,9.50,50.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,OUT,8/7/2013 12:00:00 AM,16:12:00,9.50,54.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,OUT,8/7/2013 12:00:00 AM,16:22:00,9.50,54.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,5,OUT,8/7/2013 12:00:00 AM,16:42:00,9.50,42.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,IN,8/7/2013 12:00:00 AM,16:03:00,9.30,61.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,IN,8/7/2013 12:00:00 AM,16:07:00,9.30,55.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,IN,8/7/2013 12:00:00 AM,16:13:00,9.30,47.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,IN,8/7/2013 12:00:00 AM,16:23:00,9.30,52.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,IN,8/7/2013 12:00:00 AM,16:43:00,9.30,42.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,OUT,8/7/2013 12:00:00 AM,16:04:00,9.30,52.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,OUT,8/7/2013 12:00:00 AM,16:08:00,9.30,46.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,OUT,8/7/2013 12:00:00 AM,16:15:00,9.30,48.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,OUT,8/7/2013 12:00:00 AM,16:24:00,9.30,51.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,6,OUT,8/7/2013 12:00:00 AM,16:44:00,9.30,45.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,IN,8/7/2013 12:00:00 AM,18:05:00,9.15,57.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,IN,8/7/2013 12:00:00 AM,18:12:00,9.15,50.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,IN,8/7/2013 12:00:00 AM,18:15:00,9.15,55.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,IN,8/7/2013 12:00:00 AM,18:25:00,9.15,44.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,IN,8/7/2013 12:00:00 AM,18:45:00,9.15,33.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,OUT,8/7/2013 12:00:00 AM,18:06:00,9.80,48.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,OUT,8/7/2013 12:00:00 AM,18:13:00,9.80,47.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,OUT,8/7/2013 12:00:00 AM,18:16:00,9.80,52.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,OUT,8/7/2013 12:00:00 AM,18:26:00,9.80,44.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,7,OUT,8/7/2013 12:00:00 AM,18:46:00,9.80,45.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,IN,8/7/2013 12:00:00 AM,18:07:00,9.35,50.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,IN,8/7/2013 12:00:00 AM,18:14:00,9.35,44.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,IN,8/7/2013 12:00:00 AM,18:17:00,9.35,42.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,IN,8/7/2013 12:00:00 AM,18:27:00,9.35,42.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,IN,8/7/2013 12:00:00 AM,18:47:00,9.35,41.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,OUT,8/7/2013 12:00:00 AM,18:08:00,9.70,47.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,OUT,8/7/2013 12:00:00 AM,18:15:00,9.70,39.667,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,OUT,8/7/2013 12:00:00 AM,18:18:00,9.70,41.333,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,OUT,8/7/2013 12:00:00 AM,18:28:00,9.70,36.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,2,8,OUT,8/7/2013 12:00:00 AM,18:48:00,9.70,32.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,IN,8/5/2013 12:00:00 AM,12:49:00,9.37,53.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,IN,8/5/2013 12:00:00 AM,12:53:00,9.37,49.900,Check bottle labels,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,IN,8/5/2013 12:00:00 AM,12:59:00,9.37,57.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,IN,8/5/2013 12:00:00 AM,13:09:00,9.37,55.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,IN,8/5/2013 12:00:00 AM,13:29:00,9.37,46.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,OUT,8/5/2013 12:00:00 AM,12:50:00,9.72,31.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,OUT,8/5/2013 12:00:00 AM,12:54:00,9.72,-9999.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,OUT,8/5/2013 12:00:00 AM,13:00:00,9.72,37.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,OUT,8/5/2013 12:00:00 AM,13:10:00,9.72,28.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,1,OUT,8/5/2013 12:00:00 AM,13:30:00,9.72,22.200,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,IN,8/5/2013 12:00:00 AM,12:51:00,9.85,35.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,IN,8/5/2013 12:00:00 AM,12:55:00,9.85,35.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,IN,8/5/2013 12:00:00 AM,13:02:00,9.85,35.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,IN,8/5/2013 12:00:00 AM,13:11:00,9.85,28.300,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,IN,8/5/2013 12:00:00 AM,13:31:00,9.85,22.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,OUT,8/5/2013 12:00:00 AM,12:55:00,10.10,37.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,OUT,8/5/2013 12:00:00 AM,12:59:00,10.10,36.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,OUT,8/5/2013 12:00:00 AM,13:05:00,10.10,32.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,OUT,8/5/2013 12:00:00 AM,13:15:00,10.10,32.300,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,2,OUT,8/5/2013 12:00:00 AM,13:35:00,10.10,25.900,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,IN,8/5/2013 12:00:00 AM,12:56:00,10.20,30.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,IN,8/5/2013 12:00:00 AM,13:00:00,10.20,35.100,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,IN,8/5/2013 12:00:00 AM,13:06:00,10.20,34.700,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,IN,8/5/2013 12:00:00 AM,13:16:00,10.20,34.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,IN,8/5/2013 12:00:00 AM,13:36:00,10.20,20.500,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,OUT,8/5/2013 12:00:00 AM,12:57:00,8.10,36.800,chamber volume seems low,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,OUT,8/5/2013 12:00:00 AM,13:01:00,8.10,39.500,chamber volume seems low,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,OUT,8/5/2013 12:00:00 AM,13:07:00,8.10,28.800,chamber volume seems low,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,OUT,8/5/2013 12:00:00 AM,13:17:00,8.10,28.800,chamber volume seems low,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,3,OUT,8/5/2013 12:00:00 AM,13:37:00,8.10,19.800,chamber volume seems low,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,4,IN,8/5/2013 12:00:00 AM,15:30:00,10.30,38.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,4,IN,8/5/2013 12:00:00 AM,15:34:00,10.30,39.000,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,4,IN,8/5/2013 12:00:00 AM,15:40:00,10.30,34.400,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,4,IN,8/5/2013 12:00:00 AM,15:50:00,10.30,22.600,,
11/13/2016 6:55:00 PM,CPC111114_ammuptake_patch.csv,Nutu11,CPC,E,3,4,IN,8/5/2013 12:00:00 AM,16:10:00,10.30,17.200,,
